CENTRO;EQUIPAMENTO;TIPO;MODELO;DESCRIÇÃO;RACK;SLOT;PA;NUM. SÉRIE;VERSÃO SW
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Power-Module host                                 ;0;0;2;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;pwr-4.4kw-dc-v3     ;4.4kW DC V3 Power Module                          ;0;0;2;DTM2232001W;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;pwr-4.4kw-dc-v3     ;4.4kW DC V3 Power Module                          ;0;0;3;DTM2235021F;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Power-Module host                                 ;0;0;3;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;a99-sfc2            ;ASR 9900 Series Switch Fabric Card 2              ;0;1;;FOC2230NHYL;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;asr-9922-fan-v2     ;ASR-9922 Fan Tray V2                              ;0;1;;FOC2230P046;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;a99-rp2-se          ;ASR 99 Route Processor for Service Edge           ;0;1;0;FOC2233NVD9;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Power-Module host                                 ;0;1;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;CPU                                               ;0;1;0;NULL       ;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;pwr-4.4kw-dc-v3     ;4.4kW DC V3 Power Module                          ;0;1;0;DTM223200BN;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;RSP Card host                                     ;0;1;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Power-Module host                                 ;0;1;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;pwr-4.4kw-dc-v3     ;4.4kW DC V3 Power Module                          ;0;1;1;DTM2232009S;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;pwr-4.4kw-dc-v3     ;4.4kW DC V3 Power Module                          ;0;1;2;DTM2235028K;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Power-Module host                                 ;0;1;2;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;pwr-4.4kw-dc-v3     ;4.4kW DC V3 Power Module                          ;0;1;3;DTM22350215;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Power-Module host                                 ;0;1;3;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;a99-sfc2            ;ASR 9900 Series Switch Fabric Card 2              ;0;2;;FOC2232PEYQ;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;asr-9922-fan-v2     ;ASR-9922 Fan Tray V2                              ;0;2;;FOC2230P05M;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-mod400-tr       ;Daughter board                                    ;0;2;0;FOC2211NLSY;V0.0                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;pwr-4.4kw-dc-v3     ;4.4kW DC V3 Power Module                          ;0;2;0;DTM223200LX;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;cpak-100g-lr4       ;CPAK 100G LR4                                     ;0;2;0;DTY260700D1;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Power-Module host                                 ;0;2;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-mpa-2x100ge     ;ASR 9000 2-port 100GE Modular Port Adapter        ;0;2;0;FOC2235N0WJ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;cpak-100g-lr4       ;CPAK 100G LR4                                     ;0;2;0;FBN22361E07;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-mod400-tr       ;400G Modular Linecard, Packet Transport Optimized ;0;2;0;FOC2211NLSY;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Power-Module host                                 ;0;2;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;pwr-4.4kw-dc-v3     ;4.4kW DC V3 Power Module                          ;0;2;1;DTM2232006X;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Power-Module host                                 ;0;2;2;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;pwr-4.4kw-dc-v3     ;4.4kW DC V3 Power Module                          ;0;2;2;DTM2232002A;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Power-Module host                                 ;0;2;3;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;pwr-4.4kw-dc-v3     ;4.4kW DC V3 Power Module                          ;0;2;3;DTM223200AE;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;asr-9922-fan-v2     ;ASR-9922 Fan Tray V2                              ;0;3;;FOC2230P06N;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;a99-sfc2            ;ASR 9900 Series Switch Fabric Card 2              ;0;3;;FOC2230NHY1;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-1x100ge-tr      ;1 Port 100 Gigabit Ethernet Daughter board        ;0;3;0;FOC1910N0PW;V0.0                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-1x100ge-tr      ;1-port 100GE, Packet Transport Optimized LC       ;0;3;0;FOC1910N0PW;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Power-Module host                                 ;0;3;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;cfp-100g-lr4        ;100GBASE-LR4 CFP Module for SMF                   ;0;3;0;FNS191323J5;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;pwr-4.4kw-dc-v3     ;4.4kW DC V3 Power Module                          ;0;3;0;DTM2235021B;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;pwr-4.4kw-dc-v3     ;4.4kW DC V3 Power Module                          ;0;3;1;DTM223200A6;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Power-Module host                                 ;0;3;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Power-Module host                                 ;0;3;2;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;pwr-4.4kw-dc-v3     ;4.4kW DC V3 Power Module                          ;0;3;2;DTM223200C5;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;pwr-4.4kw-dc-v3     ;4.4kW DC V3 Power Module                          ;0;3;3;DTM2235028J;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Power-Module host                                 ;0;3;3;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;a99-sfc2            ;ASR 9900 Series Switch Fabric Card 2              ;0;4;;FOC2232PEYH;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;cfp-100g-lr4        ;100GBASE-LR4 CFP Module for SMF                   ;0;4;0;FNS191323AZ;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-1x100ge-tr      ;1 Port 100 Gigabit Ethernet Daughter board        ;0;4;0;FOC1910N0QH;V0.0                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-1x100ge-tr      ;1-port 100GE, Packet Transport Optimized LC       ;0;4;0;FOC1910N0QH;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;a99-sfc2            ;ASR 9900 Series Switch Fabric Card 2              ;0;5;;FOC2230NJ6J;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-1x100ge-tr      ;1 Port 100 Gigabit Ethernet Daughter board        ;0;5;0;FOC1909N74H;V0.0                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;cfp-100g-lr4        ;100GBASE-LR4 CFP Module for SMF                   ;0;5;0;FNS191322KR;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-1x100ge-tr      ;1-port 100GE, Packet Transport Optimized LC       ;0;5;0;FOC1909N74H;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;a99-sfc2            ;ASR 9900 Series Switch Fabric Card 2              ;0;6;;FOC2230NJ3C;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;cfp-100g-lr4        ;100GBASE-LR4 CFP Module for SMF                   ;0;6;0;FNS190703C2;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-1x100ge-tr      ;1-port 100GE, Packet Transport Optimized LC       ;0;6;0;FOC1909N74W;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-1x100ge-tr      ;1 Port 100 Gigabit Ethernet Daughter board        ;0;6;0;FOC1909N74W;V0.0                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;cpak-10x10g-lr      ;CPAK 10X10G LR                                    ;0;7;0;FBN22253183;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;cpak-10x10g-lr      ;CPAK 10X10G LR                                    ;0;7;0;FBN22253172;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-mod400-se       ;400G Modular Linecard, Service Edge Optimized     ;0;7;0;FOC2232PG1E;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-mpa-2x100ge     ;ASR 9000 2-port 100GE Modular Port Adapter        ;0;7;0;FOC2235N0WD;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-mod400-se       ;Daughter board                                    ;0;7;0;FOC2232PG1E;V0.0                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-mpa-2x100ge     ;ASR 9000 2-port 100GE Modular Port Adapter        ;0;7;1;FOC2235N0X0;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;7;1;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;cpak-10x10g-lr      ;CPAK 10X10G LR                                    ;0;7;1;FBN22253167;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;cpak-10x10g-lr      ;CPAK 10X10G LR                                    ;0;7;1;FBN22253178;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC1928044S;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC1928011Y;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC192801K5;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-sr          ;10GBASE-SR SFP+ Module for MMF                    ;0;8;0;AVD21239AJL;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-24x10ge-tr      ;24 Port Ten Gigabit Ethernet Daughter board       ;0;8;0;FOC1938NNSD;V0.0                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC1927044H;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC192705A2;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC192802TH;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC1927044G;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC1928044Q;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC192801K4;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC192705A0;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC192801K2;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC1928044T;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC192800AP;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC1927059Z;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC192705A3;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC1928044R;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC192800AN;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC1927044J;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC192801K1;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC192801K3;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-24x10ge-tr      ;24-port 10GE, Packet Transport Optimized LC       ;0;8;0;FOC1938NNSD;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC192705A1;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC1927044K;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;sfp-10g-lr          ;10GBASE-LR SFP+ Module for SMF                    ;0;8;0;SPC1927044L;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-mod80-tr        ;Modular Linecard Daughter board                   ;0;9;0;FOC1644N0NG;V0.0                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;xfp-10glr-oc192sr   ;Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, S;0;9;0;ONT170301QL;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;xfp-10glr-oc192sr   ;Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, S;0;9;0;ONT170301RN;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;xfp-10glr-oc192sr   ;Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, S;0;9;0;ONT170301QQ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-mod80-tr        ;80G Modular Linecard, Packet Transport Optimized  ;0;9;0;FOC1644N0NG;6.7.3                         
SITE025   ;HPE01.SITE025       ;MÓDULO ;xfp-10glr-oc192sr   ;Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, S;0;9;0;ONT170301RM;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-mpa-4x10ge      ;ASR 9000 4-port 10GE Modular Port Adapter         ;0;9;0;FOC1646N31H;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;xfp-10glr-oc192sr   ;Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, S;0;9;1;ONT170301RP;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;xfp-10glr-oc192sr   ;Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, S;0;9;1;ONT170301PL;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;xfp-10glr-oc192sr   ;Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, S;0;9;1;ONT170301RS;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-mpa-4x10ge      ;ASR 9000 4-port 10GE Modular Port Adapter         ;0;9;1;FOC1646N336;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;xfp-10glr-oc192sr   ;Multirate 10GBASE-LR and OC-192/STM-64 SR-1 XFP, S;0;9;1;ONT170301QG;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;10;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;10;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;10;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;10;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;cpak-10x10g-lr      ;CPAK 10X10G LR                                    ;0;10;0;FBN23373025;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;10;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;10;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;10;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;10;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;10;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-mod400-se       ;Daughter board                                    ;0;10;0;FOC2307N1T3;V0.0                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;a9k-mpa-2x100ge     ;ASR 9000 2-port 100GE Modular Port Adapter        ;0;10;0;FOC2309PLN5;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;10;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;10;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;10;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;cpak-10x10g-lr      ;CPAK 10X10G LR                                    ;0;10;0;FBN23373096;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;10;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;10;0;NULL       ;NULL                          
SITE025   ;HPE01.SITE025       ;MÓDULO ;n/a                 ;Ten GigabitEthernet Breakout Port                 ;0;10;0;NULL       ;NULL                          
