CENTRO;EQUIPAMENTO;TIPO;MODELO;DESCRIÇÃO;RACK;SLOT;PA;NUM. SÉRIE;VERSÃO SW
SITE010   ;SPE01.SITE010       ;CHASSIS;ASR1K13             ;ROTEADOR CISCO ASR1K13                            ;;;;FOX1443GET2    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE01.SITE010       ;MÓDULO ;asr1013/06-pwr-dc   ;Cisco ASR1013 DC Power Supply                     ;;;;QCS1447R028    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;asr1013/06-pwr-dc   ;Cisco ASR1013 DC Power Supply                     ;;;;QCS1447R004    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;asr1000-rp2         ;Cisco ASR1000 Route Processor 2                   ;;;;JAE15080QZK    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE01.SITE010       ;MÓDULO ;asr1000-esp40       ;Cisco ASR1000 Embedded Services Processor, 40Gbps ;;;;JAE15050I1U    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE01.SITE010       ;MÓDULO ;asr1013             ;Cisco ASR1013 Chassis                             ;;;;FOX1443GET2    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;asr1013/06-pwr-dc   ;Cisco ASR1013 DC Power Supply                     ;;;;QCS1427R04C    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;asr1013/06-pwr-dc   ;Cisco ASR1013 DC Power Supply                     ;;;;QCS1427R009    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;asr1000-rp2         ;Cisco ASR1000 Route Processor 2                   ;;;;JAE15080FOB    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE01.SITE010       ;MÓDULO ;asr1000-esp40       ;Cisco ASR1000 Embedded Services Processor, 40Gbps ;;;;JAE15080FLO    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE01.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;0;;JAE144102MG    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;FNS1505299V    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;FNS150529BU    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;FNS150529B0    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;spa-5x1ge-v2        ;5-port Gigabit Ethernet Shared Port Adapter       ;;0;0;JAE150807LH    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sp7041_rev_f        ;GE T                                              ;;0;0;00000MTC1519078;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;FNS150529BQ    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;1;;JAE163905D6    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE01.SITE010       ;MÓDULO ;spa-1x10ge-l-v2     ;1-port 10 Gigabit Ethernet Shared Port Adapter XFP;;1;0;SAL171631A5    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;xfp-10glr-oc192sr   ;OC192 + 10GBASE-L                                 ;;1;0;ONT1704004G    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;2;;JAE15080E0Z    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;0;FNS150529C6    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;0;FNS1505299P    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;0;FNS1505299S    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;0;FNS15051QTG    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;0;FNS150529BX    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;spa-5x1ge-v2        ;5-port Gigabit Ethernet Shared Port Adapter       ;;2;0;JAE150807JQ    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;spa-5x1ge-v2        ;5-port Gigabit Ethernet Shared Port Adapter       ;;2;1;JAE150807OD    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;1;FNS150529B4    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;1;FNS150529AD    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;1;FNS150529BC    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;1;FNS150529B7    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;1;FNS150529AY    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;2;AGM1539P0CU    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;2;AGM1539P0BZ    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;2;AGM1550P2EB    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;glc-zx-smd          ;GE ZX                                             ;;2;2;FNS17140HF0    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;2;AGM1550P2DA    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;spa-5x1ge-v2        ;5-port Gigabit Ethernet Shared Port Adapter       ;;2;2;SAL16063EN7    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;3;;JAE164004KY    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE01.SITE010       ;MÓDULO ;xfp-10glr-oc192sr   ;OC192 + 10GBASE-L                                 ;;3;0;ONT165103XH    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;spa-1x10ge-l-v2     ;1-port 10 Gigabit Ethernet Shared Port Adapter XFP;;3;0;SAL17152WUE    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;4;;JAE163905DN    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE01.SITE010       ;MÓDULO ;spa-1x10ge-l-v2     ;1-port 10 Gigabit Ethernet Shared Port Adapter XFP;;4;0;SAL171421C5    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;xfp-10glr-oc192sr   ;OC192 + 10GBASE-L                                 ;;4;0;ONT165103XL    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;5;;JAE14400SFJ    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE01.SITE010       ;MÓDULO ;spa-5x1ge-v2        ;5-port Gigabit Ethernet Shared Port Adapter       ;;5;0;JAE150807OP    ;NULL                          
SITE010   ;SPE01.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;5;0;FNS150529AA    ;NULL                          
SITE010   ;SPE02.SITE010       ;CHASSIS;ASR1K13             ;ROTEADOR CISCO ASR1K13                            ;;;;FOX1443G9HN    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE02.SITE010       ;MÓDULO ;asr1013             ;Cisco ASR1013 Chassis                             ;;;;FOX1443G9HN    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;asr1013/06-pwr-dc   ;Cisco ASR1013 DC Power Supply                     ;;;;QCS18421J0F    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;asr1013/06-pwr-dc   ;Cisco ASR1013 DC Power Supply                     ;;;;QCS18391J7N    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;asr1013/06-pwr-dc   ;Cisco ASR1013 DC Power Supply                     ;;;;QCS18341J40    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;asr1013/06-pwr-dc   ;Cisco ASR1013 DC Power Supply                     ;;;;QCS18391J6N    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;asr1000-rp2         ;Cisco ASR1000 Route Processor 2                   ;;;;JAE15080QX7    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE02.SITE010       ;MÓDULO ;asr1000-esp40       ;Cisco ASR1000 Embedded Services Processor, 40Gbps ;;;;JAE231204VW    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE02.SITE010       ;MÓDULO ;asr1000-esp40       ;Cisco ASR1000 Embedded Services Processor, 40Gbps ;;;;JAE160104L5    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE02.SITE010       ;MÓDULO ;asr1000-rp2         ;Cisco ASR1000 Route Processor 2                   ;;;;JAE15090BSG    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE02.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;0;;JAE184004AN    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE02.SITE010       ;MÓDULO ;sfp-ge-l            ;GE LX                                             ;;0;0;FNS13280ACE    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;FNS150529A7    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;sp7041-e            ;GE T                                              ;;0;0;MTC173402NR    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;FNS150529C1    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;spa-5x1ge-v2        ;5-port Gigabit Ethernet Shared Port Adapter       ;;0;0;JAE150807NH    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;1;;JAE14400SH9    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE02.SITE010       ;MÓDULO ;spa-1x10ge-l-v2     ;1-port 10 Gigabit Ethernet Shared Port Adapter XFP;;1;0;SAL17163151    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;xfp-10glr-oc192sr   ;OC192 + 10GBASE-L                                 ;;1;0;ONT165103XR    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;2;;JAE151605OV    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE02.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;0;FNS1438167Y    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;0;FNS15051GAF    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;0;FNS15051G9Z    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;0;FNS15051GDW    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;spa-5x1ge-v2        ;5-port Gigabit Ethernet Shared Port Adapter       ;;2;0;JAE150807KV    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;0;FNS1609196S    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;1;FNS150529BF    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;1;FNS150529BL    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;1;FNS160919DK    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;1;FNS1609199Z    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;spa-5x1ge-v2        ;5-port Gigabit Ethernet Shared Port Adapter       ;;2;1;JAE150807PE    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;1;FNS150529BV    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;spa-8x1fe-tx-v2     ;8-port Fast Ethernet TX Shared Port Adapter       ;;2;2;JAE152604HD    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;3;;JAE163905DY    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE02.SITE010       ;MÓDULO ;spa-1x10ge-l-v2     ;1-port 10 Gigabit Ethernet Shared Port Adapter XFP;;3;0;SAL17152NUK    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;xfp-10glr-oc192sr   ;OC192 + 10GBASE-L                                 ;;3;0;ONT1704003V    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;4;;JAE15270AFM    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE02.SITE010       ;MÓDULO ;xfp-10glr-oc192sr   ;OC192 + 10GBASE-L                                 ;;4;0;SPC1653099U    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;spa-1x10ge-l-v2     ;1-port 10 Gigabit Ethernet Shared Port Adapter XFP;;4;0;SAL17152WTD    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;5;;JAE1846011Y    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE02.SITE010       ;MÓDULO ;spa-5x1ge-v2        ;5-port Gigabit Ethernet Shared Port Adapter       ;;5;0;JAE150807N9    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;5;0;FNS15051G8P    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;5;0;FNS14380RXD    ;NULL                          
SITE010   ;SPE02.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;5;0;FNS12270QFH    ;NULL                          
SITE010   ;SPE03.SITE010       ;CHASSIS;ASR1K13             ;ROTEADOR CISCO ASR1K13                            ;;;;FOX1512GTJX    ;03.13.06.S.154-3.S6-ext       
SITE010   ;SPE03.SITE010       ;MÓDULO ;asr1013/06-pwr-dc   ;Cisco ASR1013 DC Power Supply                     ;;;;QCS1635R0H8    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;asr1013/06-pwr-dc   ;Cisco ASR1013 DC Power Supply                     ;;;;QCS1732R09L    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;asr1013/06-pwr-dc   ;Cisco ASR1013 DC Power Supply                     ;;;;QCS1635R0J4    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;asr1000-esp40       ;Cisco ASR1000 Embedded Services Processor, 40Gbps ;;;;JAE152808OW    ;03.13.06.S.154-3.S6-ext       
SITE010   ;SPE03.SITE010       ;MÓDULO ;asr1013/06-pwr-dc   ;Cisco ASR1013 DC Power Supply                     ;;;;QCS1635R0JM    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;asr1000-rp2         ;Cisco ASR1000 Route Processor 2                   ;;;;JAE152806EU    ;03.13.06.S.154-3.S6-ext       
SITE010   ;SPE03.SITE010       ;MÓDULO ;asr1000-esp40       ;Cisco ASR1000 Embedded Services Processor, 40Gbps ;;;;JAE152808N8    ;03.13.06.S.154-3.S6-ext       
SITE010   ;SPE03.SITE010       ;MÓDULO ;asr1000-rp2         ;Cisco ASR1000 Route Processor 2                   ;;;;JAE1635052U    ;03.13.06.S.154-3.S6-ext       
SITE010   ;SPE03.SITE010       ;MÓDULO ;asr1013             ;Cisco ASR1013 Chassis                             ;;;;FOX1512GTJX    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;0;;JAE15260FJO    ;03.13.06.S.154-3.S6-ext       
SITE010   ;SPE03.SITE010       ;MÓDULO ;spa-8x1ge-v2        ;8-port Gigabit Ethernet Shared Port Adapter       ;;0;0;JAE1512071D    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;AGM1520P0FQ    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;AGM1521P03Z    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;AGM1521P03Y    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;AGM1518P1L2    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;AGM1518P1KY    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;AGM1518P1L1    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;AGM1518P0CH    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;1;;JAE15260FJD    ;03.13.06.S.154-3.S6-ext       
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-l            ;GE LX                                             ;;1;0;SPC151906MX    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-l            ;GE LX                                             ;;1;0;SPC1519062H    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-l            ;GE LX                                             ;;1;0;SPC151906N3    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-l            ;GE LX                                             ;;1;0;SPC1519062G    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-l            ;GE LX                                             ;;1;0;SPC151908H6    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-l            ;GE LX                                             ;;1;0;SPC151908H2    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;spa-8x1ge-v2        ;8-port Gigabit Ethernet Shared Port Adapter       ;;1;0;JAE1512072B    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-l            ;GE LX                                             ;;1;0;SPC151908H3    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;1;0;FNS14380RY6    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;spa-8x1fe-tx-v2     ;8-port Fast Ethernet TX Shared Port Adapter       ;;1;1;JAE152700V2    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;spa-8x1fe-tx-v2     ;8-port Fast Ethernet TX Shared Port Adapter       ;;1;2;JAE152700UO    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;2;;JAE160600MX    ;03.13.06.S.154-3.S6-ext       
SITE010   ;SPE03.SITE010       ;MÓDULO ;spa-5x1ge-v2        ;5-port Gigabit Ethernet Shared Port Adapter       ;;2;0;SAL16041Z5W    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;0;AGM1550P2DK    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-l            ;GE LX                                             ;;2;0;FNS15501E4J    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;0;AGM1550P2DG    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-l            ;GE LX                                             ;;2;0;FNS15501E4M    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;2;0;AGM1550P2CU    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;4;;JAE15260FID    ;03.13.06.S.154-3.S6-ext       
SITE010   ;SPE03.SITE010       ;MÓDULO ;spa-8x1fe-tx-v2     ;8-port Fast Ethernet TX Shared Port Adapter       ;;4;1;JAE152700UI    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-oc3-sr          ;OC3 SR-1/STM1 I-1                                 ;;4;3;OCP12047881    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;spa-1xchstm1/oc3    ;1-port Channelized OC3/STM1 to DS0 Shared Port Ada;;4;3;JAE14430TUD    ;OS v5.20(0), Appl v2.157(0)   
SITE010   ;SPE03.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;5;;JAE151605PP    ;03.13.06.S.154-3.S6-ext       
SITE010   ;SPE03.SITE010       ;MÓDULO ;spa-8x1ge-v2        ;8-port Gigabit Ethernet Shared Port Adapter       ;;5;0;JAE151206ZN    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;5;0;FNS15190BGQ    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;5;0;FNS15190BGL    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;ftlf8519p2bcl-c5    ;GE SX                                             ;;5;0;FNS151906R6    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;ftlf8519p2bcl-c5    ;GE SX                                             ;;5;0;FNS151906PK    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;ftlf8519p2bcl-c5    ;GE SX                                             ;;5;0;FNS15190EUU    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;ftlf8519p2bcl-c5    ;GE SX                                             ;;5;0;FNS15190EUT    ;NULL                          
SITE010   ;SPE03.SITE010       ;MÓDULO ;ftlf8519p2bcl-c5    ;GE SX                                             ;;5;0;FNS151906QC    ;NULL                          
SITE010   ;SPE04.SITE010       ;CHASSIS;ASR1K13             ;ROTEADOR CISCO ASR1K13                            ;;;;FOX1509H80K    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE04.SITE010       ;MÓDULO ;asr1013/06-pwr-dc   ;Cisco ASR1013 DC Power Supply                     ;;;;QCS1635R0DU    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;asr1013/06-pwr-dc   ;Cisco ASR1013 DC Power Supply                     ;;;;QCS1635R0A9    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;asr1013/06-pwr-dc   ;Cisco ASR1013 DC Power Supply                     ;;;;QCS1635R09F    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;asr1013             ;Cisco ASR1013 Chassis                             ;;;;FOX1509H80K    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;asr1000-esp40       ;Cisco ASR1000 Embedded Services Processor, 40Gbps ;;;;JAE151708T5    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE04.SITE010       ;MÓDULO ;asr1000-esp40       ;Cisco ASR1000 Embedded Services Processor, 40Gbps ;;;;JAE15240CAC    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE04.SITE010       ;MÓDULO ;asr1013/06-pwr-dc   ;Cisco ASR1013 DC Power Supply                     ;;;;QCS1635R0J1    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;asr1000-rp2         ;Cisco ASR1000 Route Processor 2                   ;;;;JAE152601EN    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE04.SITE010       ;MÓDULO ;asr1000-rp2         ;Cisco ASR1000 Route Processor 2                   ;;;;JAE152505QV    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE04.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;0;;JAE1507047D    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE04.SITE010       ;MÓDULO ;spa-8x1ge-v2        ;8-port Gigabit Ethernet Shared Port Adapter       ;;0;0;JAE1509052B    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;FNS152113VF    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;FNS152113VN    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;FNS1521107D    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;FNS152110H3    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;0;0;FNS152113UK    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;spa-1xchstm1/oc3    ;1-port Channelized OC3/STM1 to DS0 Shared Port Ada;;0;1;JAE1333GW3J    ;OS v5.20(0), Appl v2.157(0)   
SITE010   ;SPE04.SITE010       ;MÓDULO ;sfp-oc3-sr          ;OC3 SR-1/STM1 I-1                                 ;;0;1;ECL140100BW    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;asr1000-sip10       ;Cisco ASR1000 SPA Interface Processor 10          ;;1;;JAE152507QD    ;03.13.04.S.154-3.S4-ext       
SITE010   ;SPE04.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;1;0;FNS152113UC    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;1;0;FNS152113U4    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;ftlf8519p2bcl-c5    ;GE SX                                             ;;1;0;FNS151906RF    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;sfp-ge-l            ;GE LX                                             ;;1;0;SPC151402TV    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;sfp-ge-l            ;GE LX                                             ;;1;0;SPC151402TU    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;sfp-ge-l            ;GE LX                                             ;;1;0;SPC151402U0    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;sfp-ge-s            ;GE SX                                             ;;1;0;FNS152113VM    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;spa-8x1ge-v2        ;8-port Gigabit Ethernet Shared Port Adapter       ;;1;0;JAE1509052K    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;sfp-ge-l            ;GE LX                                             ;;1;2;SPC151402TR    ;NULL                          
SITE010   ;SPE04.SITE010       ;MÓDULO ;glc-zx-smd          ;GE ZX                                             ;;1;2;FNS17140HGJ    ;NULL                          
